latitude,longitude,elevation_m,bearing_deg
13.072422,80.188571,14,247.28381313040097
13.071993,80.187519,13,248.20048805111986
13.071476,80.186192,14,256.2991350727595
13.071239,80.185194,15,256.6356499145328
13.071021,80.184252,14,251.9659543356812
13.070799,80.183552,14,248.59076608053925
13.070668,80.183209,14,243.08449587212635
13.070262,80.182388,14,242.19532575329353
13.070018,80.181913,14,233.0816554137893
13.069554,80.181279,16,238.57918253680475
13.069288,80.180832,14,233.70257164360345
13.068775,80.180115,16,234.6666423055469
13.068563,80.179808,13,234.45687542406915
13.068016,80.179022,13,239.34878689957048
13.067818,80.178679,13,243.38589358153985
13.067695,80.178427,13,246.87818108646357
13.067648,80.178314,15,252.28748729711438
13.067578,80.178089,15,258.8873391169878
13.067525,80.177812,15,266.7551480586429
13.067497,80.177305,16,266.6687529810634
13.067453,80.176529,18,264.769596395986
13.067439,80.176372,18,251.66398301661746
13.067316,80.175991,18,242.37698203423503
13.067133,80.175632,17,235.64273148003218
13.066836,80.175186,17,233.7627667371931
13.066287,80.174417,16,233.28426675762827
13.066117,80.174183,16,234.87769653092545
13.065636,80.173481,13,235.27319245827488
13.065451,80.173207,15,236.05297782474153
13.065411,80.173146,15,236.06383306076845
13.064513,80.171776,16,233.70430939926928
13.064425,80.171653,15,241.9610535085647
13.064356,80.17152,15,249.48847743021432
13.064231,80.171177,15,260.89327541878987
13.064184,80.170876,15,264.2529087518323
13.064149,80.170519,16,271.42439987384
13.064156,80.17023,16,271.3232180145975
13.064165,80.16983,15,268.69322817678494
13.064151,80.1692,15,268.6498779437991
13.064142,80.168808,15,255.4098129675305
13.064053,80.168457,15,244.124528299852
13.063907,80.168148,15,232.8001361904324
13.063663,80.167818,15,230.90376018381497
13.063401,80.167487,16,230.71529992997068
13.063248,80.167295,16,227.91289461937302
13.062399,80.16633,16,227.75701162605645
13.062307,80.166226,16,222.56493677014004
13.061695,80.165649,16,235.1125008480234
13.061587,80.16549,15,234.9427164086693
13.061533,80.165411,15,245.28901148464132
13.061416,80.16515,15,250.84022422768328
13.061306,80.164825,16,259.6531745300103
13.061253,80.164527,16,269.825284778379
13.061251,80.163854,16,270.06724215503925
13.061252,80.162978,14,270.9020279616584
13.061271,80.161739,13,271.5237952481926
13.061303,80.160504,17,274.7744396248829
13.061358,80.159828,18,277.15610801750074
13.061409,80.159411,18,277.22291975387964
13.061419,80.15933,18,277.7757108457961
13.061531,80.158488,20,273.4556920525329
13.061549,80.158182,17,268.58303699061963
13.061541,80.15785,17,257.6986844589543
13.061476,80.157544,17,249.78907174840708
13.061424,80.157399,17,241.7273081719901
13.060964,80.156521,16,242.49741081942
13.060716,80.156032,18,246.3289609655687
13.060637,80.155847,18,253.28926741441308
13.060575,80.155635,16,256.4641656402303
13.060522,80.155409,16,263.60134594679147
13.060496,80.155171,16,267.36434049507307
13.060486,80.154948,17,273.58178259224314
13.060506,80.15462,17,280.1967536579981
13.060793,80.152982,16,284.6228895842943
13.0609,80.152561,17,293.0336853071036
13.061052,80.152194,20,297.20319334022395
13.061409,80.151481,16,301.79101630563986
13.061441,80.151428,16,297.6330404786675
13.06185,80.150626,17,290.5519288311002
13.061892,80.150511,17,283.4944282129227
13.061964,80.150203,17,276.88638682285614
13.061984,80.150033,17,270.70865677833456
13.061989,80.149618,17,268.2658412841463
13.061918,80.147211,19,264.06256687886867
13.061833,80.146372,16,262.753087419863
13.061668,80.14504,15,263.25945890340466
13.061544,80.143963,19,265.55778924561906
13.061441,80.142602,15,265.3506271259483
13.061388,80.141933,14,265.8002477194739
13.061291,80.140577,17,267.2176630912363
13.061217,80.139014,19,267.00096634534026
13.061185,80.138387,19,266.3974568824327
13.061093,80.136887,19,262.800887705291
13.06103,80.136375,18,256.73215109292505
13.060931,80.135944,18,253.14498710242898
13.060828,80.135595,15,250.5989813903216
13.060734,80.135321,15,246.24107160604197
13.060478,80.134724,18,245.16349345365543
13.060244,80.134205,18,245.00347231103223
13.05957,80.132721,19,245.85750059535292
13.05813,80.129423,18,243.46251334260933
13.057878,80.128905,18,239.19235937124313
13.05772,80.128633,18,234.33128385214405
13.057634,80.12851,18,234.5992522326925
13.057463,80.128263,19,232.4071097827113
13.057337,80.128095,19,231.15368528113177
13.057195,80.127914,19,230.21075292934609
13.056593,80.127172,18,230.16165364098586
13.05533,80.125618,20,233.46569949845883
13.055081,80.125273,20,241.9991441786711
13.055009,80.125134,20,249.73776130476287
13.054895,80.124817,21,256.4147375615359
13.054774,80.124303,21,256.6447199371771
13.054598,80.123542,18,258.0135652382729
13.054501,80.123073,19,263.7603948071863
13.054483,80.122904,19,270.00003625311285
13.054483,80.122583,19,276.73362309286415
13.054519,80.12227,18,283.20479695712066
13.054599,80.12192,18,289.49537328892586
13.055107,80.120447,20,287.7977873491226
13.05537,80.119606,18,288.57012036298005
13.055406,80.119496,18,288.2054491141472
13.056008,80.117617,20,287.5859857750657
13.056075,80.1174,20,287.02692979777476
13.056609,80.11561,23,282.13079860680585
13.056667,80.115333,21,278.6187620255204
13.056755,80.114737,21,274.8199745664497
13.056778,80.114457,21,271.33655310429094
13.05679,80.113929,19,267.2935897062506
13.056699,80.111953,20,270.10224175572245
13.056701,80.110801,20,273.0429608325056
13.056746,80.109932,21,275.46141794945027
13.056765,80.109728,21,272.9000038495127
13.056799,80.109039,21,274.69487209188924
13.056867,80.108189,19,275.9645926930166
13.057108,80.105821,19,274.59746525593164
13.057155,80.105221,19,272.6048414250906
13.057282,80.102355,19,269.7035160865904
13.057279,80.10176,19,266.4245529859918
13.057258,80.101415,20,261.85176056934137
13.05714,80.100569,22,255.84958419883282
13.056735,80.09892,19,258.1783258845879
13.056578,80.09815,21,260.60760875362536
13.056476,80.097517,21,261.41536819573025
13.056471,80.097483,20,261.95710588923055
13.056437,80.097236,20,264.11884166262286
13.056264,80.095512,20,259.5490009813571
13.056149,80.094872,20,253.9209583069786
13.056092,80.094669,20,248.71836158290782
13.0559,80.094163,22,246.16585561332442
13.055381,80.092957,21,245.09546190889233
13.055054,80.092234,21,240.88451623709437
13.054799,80.091764,23,233.02015158408295
13.054565,80.091445,22,227.9734402576629
13.054342,80.091191,22,221.69013116982794
13.054062,80.090935,22,217.67526910735518
13.053898,80.090805,23,213.2675280577508
13.053702,80.090673,23,209.88925863998097
13.053241,80.090401,22,205.91552698673138
13.051583,80.089574,24,205.17431006537666
13.051212,80.089395,24,207.30640811879314
13.050578,80.089059,23,211.58511568142512
13.050456,80.088982,23,210.01100828220405
13.050343,80.088915,23,212.19190645706652
13.050131,80.088778,23,213.03014924030046
13.049671,80.088471,23,219.20030157226248
13.049499,80.088327,24,219.3426140263113
13.049417,80.088258,24,229.07009607332157
13.049232,80.088039,24,239.45565763326817
13.049136,80.087872,25,255.39098129177722
13.049055,80.087553,25,256.70127430991073
13.04902,80.087401,27,257.77087521658694
13.048948,80.08706,27,264.12131738016524
13.04885,80.086083,29,261.97836251295115
13.048769,80.085493,30,257.99585234225395
13.048653,80.084933,27,253.15235400194996
13.048458,80.084272,27,250.49872072543693
13.048389,80.084072,27,251.1491526516209
13.048237,80.083615,27,247.6768756524106
13.048215,80.08356,27,249.05881645799622
13.048045,80.083104,24,249.38088015090995
13.047747,80.082291,23,253.5321283118158
13.047383,80.081027,26,253.5346861180496
13.04729,80.080704,27,256.04144543914333
13.047159,80.080163,27,259.14549464160757
13.047026,80.079451,26,263.7594141478128
13.046995,80.07916,25,267.5509723639672
13.046971,80.078584,25,268.2116201130549
13.046955,80.078058,24,268.23623787815325
13.046928,80.077158,25,268.22379579354583
13.046877,80.07547,25,264.9827518160084
13.046851,80.075166,25,258.8578126490442
13.046766,80.074723,27,251.1108225380703
13.046704,80.074537,27,246.54800259441154
13.046562,80.074201,25,243.70229941989305
13.046238,80.073528,28,248.86619573960277
13.046148,80.073289,28,254.6806541391258
13.046057,80.072948,28,262.10578347753057
13.04599,80.072452,26,264.3112072715254
13.045898,80.071504,26,255.55554745244464
13.045764,80.07097,28,253.62890306400584
13.045505,80.070065,27,254.69136164968583
13.045473,80.069945,25,253.53062123476946
13.04506,80.068511,27,252.75083520914964
13.044099,80.065334,27,251.42487874720723
13.043677,80.064045,27,248.86694983748464
13.043526,80.063644,27,246.5256898295395
13.04313,80.062708,30,242.59933981446488
13.042675,80.061807,30,240.52078981847015
13.04179,80.0602,30,243.90762315517424
13.04154,80.059676,33,246.71890958950462
13.041151,80.058748,33,248.64534194142652
13.040796,80.057816,32,247.6955731204689
13.040121,80.056127,30,247.82571834283505
13.040094,80.056059,30,244.9137095206971
13.039741,80.055285,32,246.81852478868092
13.039401,80.05447,29,247.84949613211256
13.038586,80.052415,25,249.56483351452096
13.03797,80.050718,26,251.33662210359125
13.037636,80.049703,25,251.84324694121074
13.037459,80.049149,28,253.90388579856193
13.037319,80.048651,28,255.62542293337674
13.036928,80.047085,25,254.84697389099142
13.036723,80.046308,25,253.82479056899723
13.036478,80.045441,25,252.7220640718686
13.035948,80.043692,25,249.8963115888052
13.03581,80.043305,29,246.83170162913774
13.035263,80.041993,29,242.53358474785344
13.034633,80.040749,35,238.25898369055503
13.033189,80.038353,36,239.69931933528017
13.032495,80.037134,34,242.54328550051096
13.032373,80.036893,34,237.9878089520791
13.031943,80.036187,35,238.9036898717648
13.030414,80.033585,40,239.26144504007664
13.029673,80.032306,41,237.79334549839194
13.028032,80.029632,36,237.6180565099721
13.026268,80.026777,30,237.5623647636133
13.02412,80.023308,31,238.30917373616575
13.023246,80.021855,30,242.96941744280073
13.023076,80.021513,31,246.39697976041185
13.022927,80.021163,31,250.78441105484134
13.022782,80.020736,29,255.26843816377192
13.022616,80.020088,29,260.3091589202328
13.02252,80.019511,28,264.84295093888284
13.022383,80.017953,26,262.335443581653
13.022316,80.017442,24,257.15135581041557
13.022246,80.017127,24,252.30657184394698
13.022154,80.016831,24,244.3201815938602
13.022102,80.01672,24,244.36968823859183
13.02198,80.016459,27,239.72383530018453
13.021765,80.016081,27,235.61766664026015
13.021535,80.015736,25,235.32747311945653
13.020979,80.014911,27,236.48797298006588
13.020939,80.014849,27,237.01047178055393
13.020674,80.01443,26,235.35165388994312
13.01953,80.012731,26,236.70776164275057
13.018736,80.01149,30,239.83009654140074
13.018288,80.010699,32,238.66406213277298
13.018218,80.010581,32,240.89128249430505
13.017886,80.009969,34,243.0857406459363
13.017474,80.009136,33,244.71982064521913
13.017145,80.008421,33,246.72467910227084
13.016544,80.006987,34,246.57016833059214
13.016487,80.006852,34,246.46952521049883
13.015784,80.005195,33,243.63292642381015
13.015529,80.004667,33,239.89881529502483
13.015407,80.004451,33,238.44735233645522
13.015267,80.004217,33,239.69548930047767
13.015144,80.004001,34,234.6671543911857
13.014387,80.002905,32,234.29319219182824
13.012527,80.000249,32,232.17450834883434
13.012117,79.999707,32,227.55356535934735
13.011896,79.999459,32,225.7628967465878
13.011637,79.999186,31,221.76907046248053
13.011313,79.998889,33,218.3171404052439
13.010879,79.998537,33,215.43094707227732
13.008933,79.997116,35,214.97775814646715
13.008213,79.996599,37,212.31084525146156
13.005691,79.994962,39,213.18475835010196
13.004152,79.993929,39,214.23533625259543
13.004089,79.993885,39,214.1883110662389
13.0001,79.991104,44,211.89417102383368
12.999588,79.990777,43,208.4139105303728
12.999235,79.990581,43,206.55032074966266
12.999157,79.990541,44,205.11735346503082
12.998521,79.990235,44,201.85468510532692
12.995647,79.989052,46,206.49739421244283
12.995131,79.988788,46,211.49169050203784
12.994692,79.988512,44,214.22492841374154
12.994586,79.988438,44,215.76646671983772
12.99426,79.988197,42,220.7903664810503
12.993893,79.987872,40,223.627809999735
12.993617,79.987602,40,228.21794191295368
12.993341,79.987285,38,232.52728594214267
12.992913,79.986712,39,233.99135493324036
12.992003,79.985427,37,233.01043347895146
12.991258,79.984412,36,232.4791183341042
12.991151,79.984269,36,232.5744884561395
12.988034,79.980089,44,234.12417241125257
12.987781,79.97973,44,233.86972759545222
12.985733,79.976851,49,235.52131161115057
12.985377,79.976319,50,236.75912890061164
12.984944,79.975641,47,241.0111112704387
12.98445,79.974726,46,242.9780931493202
12.983958,79.973736,43,245.74013420828078
12.983709,79.973169,42,246.41869670824576
12.983276,79.972151,41,246.641048566751
12.982949,79.971374,41,245.00014903030103
12.982426,79.970223,42,245.46870479462922
12.981895,79.969029,42,243.524056056061
12.981316,79.967836,37,247.04276276479533
12.98045,79.965738,38,250.2890999662409
12.980332,79.9654,38,250.31121227063664
12.979946,79.964293,36,244.1929890790188
12.979725,79.963824,36,239.27400007654586
12.979469,79.963382,36,231.86887881395793
12.978854,79.962578,39,230.5753889205812
12.978145,79.961693,41,234.11882735354357
12.977211,79.960368,40,237.2675273775452
12.976926,79.959913,41,236.23844669875336
12.976229,79.958843,39,234.45347920133395
12.975743,79.958145,37,229.23831514085396
12.975617,79.957995,37,222.60330791149178
12.975297,79.957693,37,217.71790908686063
12.975108,79.957543,37,221.4013820032822
12.975066,79.957505,37,214.66619122557648
12.974384,79.957021,36,212.26204352174483
12.973978,79.956758,36,211.3268584444117
12.973669,79.956565,37,211.33133895123754
12.972827,79.956039,38,204.69663964055977
12.971723,79.955518,36,203.34909270176712
12.970732,79.955079,35,201.76308782639944
12.969409,79.954537,35,200.95198233557886
12.96664,79.953449,38,203.93953695128977
12.966201,79.953249,39,210.96553345695435
12.965769,79.952983,37,221.1035202242545
12.965387,79.952641,37,224.41513055573563
12.965018,79.95227,38,236.9349074668906
12.96469,79.951753,37,246.71374830205968
12.964461,79.951207,40,253.6117346642916
12.964322,79.950722,38,258.9165650357937
12.964108,79.949601,39,252.61654954568473
12.964018,79.949306,39,252.98347994399046
12.963967,79.949135,39,248.49424618299804
12.963166,79.947049,40,250.24415642584586
12.96297,79.946489,41,246.97363508824776
12.962789,79.946052,41,243.4235986587212
12.962672,79.945812,44,239.1242350739678
12.962524,79.945558,44,231.36601256394277
12.962369,79.945359,42,225.7298996082581
12.962293,79.945279,42,222.66420342801382
12.961943,79.944948,44,214.559757805937
12.961694,79.944772,44,206.04132705182295
12.961337,79.944593,44,198.58055673229669
12.96105,79.944494,44,193.49185550429732
12.960721,79.944413,42,191.53464470697412
12.958873,79.944026,40,190.73555735604864
12.957809,79.943819,45,194.70161628276074
12.957523,79.943742,45,199.53203785347048
12.957284,79.943655,48,208.53855447957227
12.95706,79.94353,48,214.30095798616654
12.95665,79.943243,53,223.62612199711072
12.956331,79.942931,53,230.46086260819544
12.956187,79.942752,53,235.3572097337377
12.956053,79.942553,53,240.9846161028015
12.955913,79.942294,51,244.99478665332947
12.955798,79.942041,56,252.18431319636514
12.955684,79.941677,56,259.3764512358004
12.955667,79.941584,53,260.80912437591815
12.955184,79.938521,52,264.15442175482974
12.955095,79.937629,52,267.27594144532077
12.95501,79.935796,52,263.1366052348971
12.95497,79.935455,50,254.7407839386359
12.954882,79.935124,50,248.5570221330372
12.954691,79.934625,52,244.8912866842087
12.954575,79.934371,52,238.92749491897783
12.9544,79.934073,55,232.31770479513486
12.953919,79.933434,49,235.6823122979103
12.953609,79.932968,50,233.7377378128488
12.953273,79.932498,49,230.77883868433526
12.952542,79.931579,49,233.87074919616367
12.952187,79.93108,48,235.8038439864667
12.950946,79.929206,48,234.75622094552924
12.950475,79.928522,52,231.89369078245582
12.950115,79.928051,50,232.64142039311417
12.949371,79.927051,47,232.8628735768833
12.948923,79.926444,47,230.00712675330678
12.948327,79.925715,48,223.7354353634754
12.94734,79.924746,48,222.51101775092124
12.946532,79.923986,47,222.82662315351854
12.946389,79.92385,47,222.87748374136
12.94586,79.923346,47,227.19105742044601
12.945173,79.922585,48,230.09712183949176
12.944574,79.92185,48,231.96582084400822
12.943034,79.91983,49,231.876549957308
12.939427,79.915114,56,226.80282046608605
12.938133,79.9137,57,226.6984734303813
12.937964,79.913516,57,226.80541429700557
12.935874,79.911232,55,225.57175130069984
12.934975,79.910291,55,227.1382185417299
12.934085,79.909307,54,232.91353532114996
12.933682,79.90876,53,242.6503583630158
12.933437,79.908274,54,248.54465377967716
12.933306,79.907932,57,255.52527504541658
12.933188,79.907463,56,264.4189916890345
12.93315,79.907064,56,264.44818034090264
12.933114,79.906684,56,277.8165405846692
12.933289,79.905376,56,278.53926913000123
12.933373,79.904802,57,275.4493668665392
12.933463,79.903834,58,275.12305833841737
12.933472,79.903731,58,263.6311315629436
12.933446,79.903492,58,262.41005779759934
12.933396,79.903107,58,262.66023568235704
12.933367,79.902876,58,252.42202391645384
12.932923,79.901438,58,250.4182432916843
12.932223,79.899419,60,250.31107806144615
12.931801,79.898209,61,160.0665292972849
12.931715,79.898241,61,248.76626049615356
12.931587,79.897903,61,245.90588973799947
12.930989,79.896531,59,244.15056561639244
12.930369,79.895218,60,241.2155772400062
12.929735,79.894034,61,236.93087733722788
12.929669,79.89393,61,235.18758068489566
12.929444,79.893598,61,232.90437972028369
12.926577,79.889708,63,249.19980270416517
12.92647,79.889419,63,232.66766286527258
12.923327,79.885191,70,232.79796441491118
12.921481,79.882696,75,236.641627365202
12.921327,79.882456,75,243.16089520927585
12.92111,79.882016,75,250.28022161354724
12.920834,79.881226,75,263.0663719679642
12.920763,79.880627,77,272.70982344997867
12.920794,79.879955,72,280.38205987387596
12.920829,79.879759,72,281.5129152346787
12.920856,79.879623,73,286.9995243648186
12.920974,79.879227,73,294.1680225158961
12.921208,79.878692,72,299.8248113409841
12.921983,79.877305,72,295.13697934751616
12.922117,79.877012,72,289.16996705780997
12.922404,79.876165,72,275.2793438637473
12.922462,79.875521,72,271.13035514439514
12.922467,79.875261,72,263.57512737619504
12.92244,79.875015,72,263.9929288962701
12.922432,79.874937,74,264.0684315348009
12.922416,79.874779,74,258.45089841280486
12.922368,79.874538,74,254.558474581572
12.922284,79.874226,74,252.3241759646525
12.922161,79.87383,74,243.67381228450557
12.922025,79.873548,74,237.65392509188138
12.921646,79.872934,71,233.84739842246717
12.921082,79.872142,70,235.51994618483837
12.920671,79.871528,70,240.36233829795387
12.920305,79.870868,70,246.9858283972861
12.918988,79.867687,70,249.28269567087614
12.918379,79.866035,71,251.29278273886143
12.91801,79.864917,72,252.4400462067814
12.917568,79.863484,73,250.83960493375645
12.916976,79.861736,76,249.29420120936172
12.91671,79.861014,78,249.06507943450538
12.916666,79.860896,80,247.60681544225295
12.916466,79.860398,78,239.58912921251584
12.91574,79.859129,80,237.34592612736947
12.915299,79.858423,80,235.03250225139612
12.914875,79.857801,80,239.15247873372414
12.914347,79.856894,82,240.68825970261332
12.91393,79.856132,82,244.67163662049396
12.913757,79.855757,81,245.14296614351036
12.912228,79.852371,76,246.1230856255691
12.911866,79.851532,74,254.04129679151072
12.911769,79.851184,74,256.55748903097026
12.911704,79.850905,74,261.10547501858474
12.911596,79.850197,76,265.2597619258098
12.911475,79.8487,71,261.9880566131845
12.911288,79.847337,69,258.30364499953885
12.910034,79.841123,65,257.78575289444063
12.909589,79.839014,65,254.34491022565533
12.909132,79.837341,66,252.9837711376722
12.908638,79.835685,68,253.5272435125283
12.908261,79.834377,70,249.07373702657964
12.907892,79.833387,69,250.352131881191
12.907639,79.83266,65,250.12337921444475
12.907294,79.831681,65,251.97591445026353
12.907124,79.831145,63,253.47376314743673
12.907006,79.830737,63,251.5671204755991
12.906878,79.830343,63,249.93995914689927
12.906773,79.830048,63,253.05323105010467
12.906514,79.829176,63,251.75485366938182
12.906041,79.827704,60,247.04528716447504
12.905816,79.827159,63,242.9559599849739
12.905505,79.826534,60,248.68216822228655
12.905249,79.825861,60,254.48058662074592
12.905069,79.825196,61,256.47206019177725
12.904891,79.824437,61,257.90899272177717
12.904635,79.823211,62,258.8200411952884
12.90442,79.822095,62,259.75357563599164
12.904266,79.821221,62,260.9464986960033
12.904031,79.819708,62,261.9310116068695
12.903866,79.818514,65,259.5374902212445
12.903767,79.817964,62,254.5782585241608
12.903646,79.817514,62,247.40444475390007
12.903474,79.81709,64,240.99335490788098
12.902913,79.816052,64,240.2403137380083
12.902461,79.815241,62,244.6356671426039
12.901156,79.812417,66,244.93330860997975
12.900644,79.811294,63,243.76267407680342
12.900288,79.810553,63,241.62170946616334
12.899862,79.809744,63,237.76432915288328
12.899385,79.808968,64,236.82296628416591
12.897387,79.805833,63,236.03275538401124
12.896773,79.804898,62,231.96818401721896
12.896176,79.804115,64,231.58017875320314
12.896009,79.803899,64,233.96645930952673
12.895658,79.803404,65,236.52757127377743
12.895464,79.803103,66,240.07794911984672
12.895179,79.802595,66,244.9918626583309
12.89424,79.80053,67,245.6870914729775
12.892932,79.79756,68,244.17571691657133
12.892356,79.796339,67,239.38811597927213
12.892217,79.796098,67,232.91007335999603
12.891892,79.795657,67,227.07375191179804
12.891756,79.795507,67,221.78274309592766
12.891588,79.795353,68,217.9994565157006
12.89118,79.795026,68,214.97646588538763
12.890507,79.794543,71,215.17905611139122
12.88968,79.793945,71,220.84482196081936
12.889291,79.7936,71,228.11158696631617
12.889138,79.793425,73,230.24555966020768
12.888019,79.792045,72,231.70303230416926
12.887046,79.790781,72,230.59699275213129
12.885277,79.788572,69,231.66936128157403
